,Unnamed: 0,UDI,Machine_Id,Machine_type,Air_Temp_K,Process_Temp_K, Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,Tool_Wear_Failure,Heat_Dissipation_Failure,Power_Failure,Overstrain_Failure,Random_Failure,temperature_diff,Total_failure_count,Torque_Category,RPM_type,Tool_Wear_type,High_Risk_flag
4273,4273,4274,L51453,L,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,High,No
4274,4274,4275,L51454,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,8.200000000000045,0,Medium,Medium,High,No
4275,4275,4276,M19135,M,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,8.100000000000023,0,Medium,Medium,High,No
4276,4276,4277,M19136,M,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,8.199999999999989,0,High,Medium,High,No
4277,4277,4278,L51457,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,8.199999999999989,0,Medium,High,High,No
4278,4278,4279,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,8.100000000000023,0,High,Medium,High,No
4279,4279,4280,L51459,L,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,8.100000000000023,1,High,Medium,High,No
4280,4280,4281,L51460,L,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,8.0,0,Medium,High,High,No
4281,4281,4282,L51461,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,8.0,0,Low,High,High,No
4282,4282,4283,L51462,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,8.0,1,High,Medium,High,No
4283,4283,4284,M19143,M,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,8.099999999999966,1,High,Medium,High,No
4284,4284,4285,L51464,L,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,High,No
4285,4285,4286,L51465,L,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,8.199999999999989,1,High,Medium,High,No
4286,4286,4287,M19146,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,8.199999999999989,0,High,Medium,High,No
4287,4287,4288,M19147,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,High,No
4288,4288,4289,M19148,M,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,8.300000000000011,0,High,Medium,High,No
4289,4289,4290,M19149,M,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,8.199999999999989,0,Low,High,High,No
4290,4290,4291,L51470,L,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,High,No
4291,4291,4292,L51471,L,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,8.199999999999989,0,Low,High,High,No
4292,4292,4293,M19152,M,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,8.300000000000011,1,Low,High,High,No
4293,4293,4294,L51473,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,High,No
4294,4294,4295,M19154,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,8.400000000000034,0,Medium,High,High,No
4295,4295,4296,L51475,L,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,8.399999999999977,0,Medium,Medium,High,No
4296,4296,4297,L51476,L,301.8,310.2,2825,5.8,215,1,0,0,1,0,0,8.399999999999977,1,Low,High,High,No
4297,4297,4298,M19157,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,8.399999999999977,0,Medium,Medium,High,No
4298,4298,4299,M19158,M,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,8.399999999999977,0,Medium,Medium,Low,No
4299,4299,4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,8.400000000000034,0,High,Medium,Low,No
4300,4300,4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,8.400000000000034,0,Medium,Medium,Low,No
4301,4301,4302,L51481,L,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,8.5,0,High,Medium,Low,No
4302,4302,4303,L51482,L,301.7,310.1,2695,12.6,10,0,0,0,0,0,0,8.400000000000034,0,Low,High,Low,No
4303,4303,4304,L51483,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,8.5,0,High,Medium,Low,No
4304,4304,4305,L51484,L,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,8.5,0,Medium,High,Low,No
4305,4305,4306,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,8.5,0,Medium,High,Low,No
4306,4306,4307,L51486,L,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,8.399999999999977,0,Low,High,Low,No
4307,4307,4308,L51487,L,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,8.5,1,High,Medium,Low,No
4308,4308,4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,8.5,0,High,Medium,Low,No
4309,4309,4310,M19169,M,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,8.599999999999966,0,Medium,Medium,Low,No
4310,4310,4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,8.600000000000023,0,High,High,Low,No
4311,4311,4312,M19171,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,8.600000000000023,0,Medium,Medium,Low,No
4312,4312,4313,L51492,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,8.600000000000023,0,High,Medium,Low,No
4313,4313,4314,L51493,L,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,8.700000000000045,0,High,Medium,Low,No
4314,4314,4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,8.700000000000045,0,Medium,Medium,Low,No
4315,4315,4316,M19175,M,301.4,310.0,1651,29.8,44,0,0,0,0,0,0,8.600000000000023,0,Medium,High,Low,No
4316,4316,4317,L51496,L,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,8.600000000000023,0,Medium,Medium,Low,No
4317,4317,4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,8.5,0,Medium,Medium,Low,No
4318,4318,4319,L51498,L,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,8.600000000000023,0,Medium,Medium,Low,No
4319,4319,4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,8.599999999999966,0,High,Medium,Low,No
4320,4320,4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,8.600000000000023,0,Medium,Medium,Low,No
4321,4321,4322,L51501,L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,8.5,0,Medium,High,Low,No
4322,4322,4323,M19182,M,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,8.400000000000034,0,Medium,Medium,Low,No
4323,4323,4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,8.5,1,High,Medium,Low,No
4324,4324,4325,L51504,L,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,8.5,0,Medium,Medium,Low,No
4325,4325,4326,L51505,L,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,8.599999999999966,0,High,Medium,Low,No
4326,4326,4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,8.5,1,High,Medium,Low,No
4327,4327,4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,8.400000000000034,0,Medium,High,Low,No
4328,4328,4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,8.5,1,High,Medium,Low,No
4329,4329,4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,8.399999999999977,0,Medium,Medium,Low,No
4330,4330,4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,8.300000000000011,0,Medium,Medium,Medium,No
4331,4331,4332,M19191,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,8.299999999999955,0,Medium,High,Medium,No
4332,4332,4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,Medium,No
4333,4333,4334,L51513,L,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,Medium,No
4334,4334,4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,Medium,No
4335,4335,4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,Medium,No
4336,4336,4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,8.299999999999955,0,High,Medium,Medium,No
4337,4337,4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,8.299999999999955,0,Medium,Medium,Medium,No
4338,4338,4339,L51518,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,8.299999999999955,0,Medium,Medium,Medium,No
4339,4339,4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,8.199999999999989,0,High,Medium,Medium,No
4340,4340,4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,8.199999999999989,0,Medium,Medium,Medium,No
4341,4341,4342,L51521,L,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,8.100000000000023,0,High,Medium,Medium,No
4342,4342,4343,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,8.100000000000023,2,High,Medium,Medium,No
4343,4343,4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,8.100000000000023,0,Medium,Medium,Medium,No
4344,4344,4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,8.099999999999966,0,High,Medium,Medium,No
4345,4345,4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,8.0,0,Medium,Medium,Medium,No
4346,4346,4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,Medium,No
4347,4347,4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,7.900000000000034,0,Medium,High,Medium,No
4348,4348,4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,7.900000000000034,0,Medium,Medium,High,No
4349,4349,4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4350,4350,4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4351,4351,4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4352,4352,4353,L51532,L,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4353,4353,4354,M19213,M,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,7.699999999999989,1,High,Medium,High,No
4354,4354,4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,7.800000000000011,0,High,Medium,High,No
4355,4355,4356,H33769,H,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,7.800000000000011,1,High,Medium,High,No
4356,4356,4357,L51536,L,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4357,4357,4358,L51537,L,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,7.899999999999977,0,High,Medium,High,No
4358,4358,4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,High,No
4359,4359,4360,M19219,M,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,High,No
4360,4360,4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,8.0,0,Medium,Medium,High,No
4361,4361,4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,8.0,1,High,Medium,High,No
4362,4362,4363,L51542,L,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,8.0,0,High,Medium,High,No
4363,4363,4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,8.0,0,Low,High,High,No
4364,4364,4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,8.0,0,Medium,Medium,High,No
4365,4365,4366,L51545,L,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,8.0,0,High,Medium,High,No
4366,4366,4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,7.899999999999977,0,High,Medium,High,No
4367,4367,4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,High,No
4368,4368,4369,L51548,L,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,8.0,0,Medium,High,High,No
4369,4369,4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,7.899999999999977,0,Medium,High,High,No
4370,4370,4371,L51550,L,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,7.899999999999977,2,High,Medium,High,No
4371,4371,4372,L51551,L,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4372,4372,4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,7.7000000000000455,0,Medium,Medium,High,No
4373,4373,4374,M19233,M,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4374,4374,4375,L51554,L,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,High,No
4375,4375,4376,L51555,L,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,High,No
4376,4376,4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,7.7000000000000455,0,Medium,Medium,High,No
4377,4377,4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,7.800000000000011,0,High,Medium,High,No
4378,4378,4379,M19238,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,7.7000000000000455,0,High,Medium,High,No
4379,4379,4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,7.699999999999989,0,Medium,High,High,No
4380,4380,4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,7.7000000000000455,0,High,Medium,High,No
4381,4381,4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,7.7000000000000455,0,Medium,Medium,High,No
4382,4382,4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,High,No
4383,4383,4384,L51563,L,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,7.800000000000011,2,High,Medium,High,No
4384,4384,4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4385,4385,4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,7.899999999999977,1,High,Medium,High,No
4386,4386,4387,L51566,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Low,No
4387,4387,4388,L51567,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4388,4388,4389,L51568,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Low,No
4389,4389,4390,M19249,M,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,7.899999999999977,1,High,Medium,Low,No
4390,4390,4391,M19250,M,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,7.900000000000034,0,High,Medium,Low,No
4391,4391,4392,M19251,M,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,7.900000000000034,1,High,Medium,Low,No
4392,4392,4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,7.900000000000034,0,High,Medium,Low,No
4393,4393,4394,M19253,M,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,7.900000000000034,0,Medium,Medium,Low,No
4394,4394,4395,L51574,L,302.2,310.0,1483,48.7,20,0,0,0,0,0,0,7.800000000000011,0,High,Medium,Low,No
4395,4395,4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4396,4396,4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4397,4397,4398,L51577,L,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4398,4398,4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4399,4399,4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Low,No
4400,4400,4401,L51580,L,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,7.800000000000011,1,High,Medium,Low,No
4401,4401,4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4402,4402,4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,Low,No
4403,4403,4404,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,7.800000000000011,0,High,Medium,Low,No
4404,4404,4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,7.800000000000011,0,High,Medium,Low,No
4405,4405,4406,L51585,L,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,7.800000000000011,1,High,Medium,Low,No
4406,4406,4407,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,7.800000000000011,1,High,Medium,Low,No
4407,4407,4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,7.899999999999977,0,High,Medium,Low,No
4408,4408,4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,7.7000000000000455,0,Low,High,Low,No
4409,4409,4410,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,7.7000000000000455,1,High,Medium,Low,No
4410,4410,4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Low,No
4411,4411,4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Low,No
4412,4412,4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,Low,No
4413,4413,4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,7.800000000000011,0,High,Medium,Low,No
4414,4414,4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4415,4415,4416,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,7.7999999999999545,0,Medium,Medium,Low,No
4416,4416,4417,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,7.7999999999999545,0,Medium,Medium,Low,No
4417,4417,4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,7.7999999999999545,2,High,Medium,Low,No
4418,4418,4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Medium,No
4419,4419,4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,7.599999999999966,1,Low,High,Medium,No
4420,4420,4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,7.599999999999966,0,Low,High,Medium,No
4421,4421,4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,7.599999999999966,1,High,Medium,Medium,No
4422,4422,4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,7.599999999999966,0,Low,High,Medium,No
4423,4423,4424,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,7.599999999999966,0,Medium,Medium,Medium,No
4424,4424,4425,M19284,M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,7.599999999999966,0,Medium,Medium,Medium,No
4425,4425,4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Medium,No
4426,4426,4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Medium,No
4427,4427,4428,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,7.7000000000000455,1,High,Medium,Medium,No
4428,4428,4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,7.7000000000000455,0,Low,High,Medium,No
4429,4429,4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Medium,No
4430,4430,4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Medium,No
4431,4431,4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,7.899999999999977,0,High,Medium,Medium,No
4432,4432,4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,7.800000000000011,0,High,Medium,Medium,No
4433,4433,4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Medium,No
4434,4434,4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,7.7000000000000455,0,Medium,Medium,High,No
4435,4435,4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,7.800000000000011,1,High,Medium,High,No
4436,4436,4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,7.7000000000000455,0,Medium,Medium,High,No
4437,4437,4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4438,4438,4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,7.7000000000000455,0,High,Medium,High,No
4439,4439,4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,7.800000000000011,0,High,Medium,High,No
4440,4440,4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4441,4441,4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,7.699999999999989,1,High,Medium,High,No
4442,4442,4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,High,No
4443,4443,4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,7.800000000000011,0,High,Medium,High,No
4444,4444,4445,L51624,L,302.4,310.2,2224,16.0,154,0,0,0,0,0,0,7.800000000000011,0,Low,High,High,No
4445,4445,4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,7.699999999999989,0,Medium,High,High,No
4446,4446,4447,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4447,4447,4448,M19307,M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4448,4448,4449,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,7.900000000000034,1,High,Medium,High,No
4449,4449,4450,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,7.900000000000034,1,High,Medium,High,No
4450,4450,4451,L51630,L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4451,4451,4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4452,4452,4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4453,4453,4454,L51633,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,7.800000000000011,0,High,Medium,High,No
4454,4454,4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,7.7000000000000455,0,High,Medium,High,No
4455,4455,4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,7.7000000000000455,0,Medium,Medium,High,No
4456,4456,4457,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,7.800000000000011,0,High,Medium,High,No
4457,4457,4458,M19317,M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,7.800000000000011,0,Medium,High,High,No
4458,4458,4459,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,7.7999999999999545,0,High,Medium,High,No
4459,4459,4460,L51639,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,7.7999999999999545,0,Medium,High,High,No
4460,4460,4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,7.899999999999977,0,Medium,Medium,High,No
4461,4461,4462,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4462,4462,4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,7.800000000000011,2,High,Medium,High,No
4463,4463,4464,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,7.800000000000011,0,Low,High,High,No
4464,4464,4465,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,7.800000000000011,0,Medium,High,High,No
4465,4465,4466,L51645,L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4466,4466,4467,L51646,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4467,4467,4468,L51647,L,302.8,310.6,1617,37.9,207,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,High,No
4468,4468,4469,L51648,L,302.7,310.5,1725,29.0,209,0,0,0,0,0,0,7.800000000000011,0,Medium,High,High,No
4469,4469,4470,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,7.800000000000011,1,Medium,Medium,High,No
4470,4470,4471,L51650,L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0,7.900000000000034,0,Medium,Medium,Low,No
4471,4471,4472,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0,7.800000000000011,0,Medium,High,Low,No
4472,4472,4473,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,7.900000000000034,0,High,Medium,Low,No
4473,4473,4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4474,4474,4475,L51654,L,302.7,310.5,1563,35.0,8,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4475,4475,4476,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0,7.800000000000011,1,Medium,Medium,Low,No
4476,4476,4477,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,7.7999999999999545,0,High,Medium,Low,No
4477,4477,4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Low,No
4478,4478,4479,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Low,No
4479,4479,4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,7.599999999999966,0,Low,High,Low,No
4480,4480,4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,7.699999999999989,1,High,Medium,Low,No
4481,4481,4482,M19341,M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0,7.7999999999999545,0,Medium,Medium,Low,No
4482,4482,4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,7.800000000000011,0,Medium,Medium,Low,No
4483,4483,4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,7.699999999999989,0,Medium,Medium,Low,No
